,review,rating
839,Apple Watch ma sprevádzajú už niekoľko generácii. Hodinky perfektne fungujú s iPhone a ich funkcie plnohodnotne spĺňajú všetko čo potrebujem,100
840,Oprava v autorizovaném servisu stojí stejně jako nové hodinky.,100
841,funguje dle očekávání,100
842,Vše funguje jak má,100
843,snadné ovládání ,100
844,Prijemne na noseni super design,100
845,Spokojenost,100
846,Přítelkyně je happy,100
847,Splňuje všechna očekávání.,100
848,Super,100
849,Slabá výdrž batérie,100
850,"Přechod ze starších Apple Watch Series 6 na novou desítku nepřináší revoluci, ale několik drobných vylepšení, která ve výsledku potěší. Mezi hlavní výhody patří výrazně lepší displej – je jasnější a mnohem lépe čitelný i na přímém slunci, což je fajn zejména při sportu nebo běžném pohybu venku. Hodinky také působí na ruce příjemněji, jsou lehčí a ergonomicky lépe padnou. Oceňuji i mírně delší výdrž baterie, která bez problémů zvládne celý den aktivního používání. Celkový výkon je spolehlivý a plynulý – systém funguje bez záseků a senzory reagují přesně. Tradičně vysoká kvalita zpracování a prémiové materiály.",100
851,Nosim pořád,80
852,Presně podle očekávání a rychlé dodání,100
853,"Snadnější přístup k základním informacím - komunikace, počasí, upozornění atd...",100
854,Manželka spokojená po přechodu z modelu SE,100
855,Prostě Apple Watch. Kdo to jednou zkusí už nechce jinak. ,100
856,"Hezčí, větší, rychlejší",100
857,Prostě apple,100
